Predicted_5,True_5
53.107307,37.35516989683651
53.107307,37.35516989683651
53.107307,37.35516989683651
53.107307,37.35516989683651
47.49773,37.35516989683651
44.38849,37.35516989683651
42.81691,37.35516989683651
41.99659,37.35516989683651
41.543022,37.35516989683651
41.269394,37.35516989683651
41.07971,37.35516989683651
40.925526,37.35516989683651
40.784904,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,37.35516989683651
40.650047,53.98422559317198
40.650047,53.98422559317198
40.650047,53.98422559317198
40.650047,53.98422559317198
40.650047,53.98422559317198
44.18088,53.98422559317198
47.95763,53.98422559317198
51.075848,53.98422559317198
52.96473,53.98422559317198
53.75434,53.98422559317198
53.96008,53.98422559317198
53.97387,53.98422559317198
53.9662,53.98422559317198
53.97982,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,53.98422559317198
54.011665,59.85330407423156
54.011665,59.85330407423156
54.011665,59.85330407423156
54.011665,59.85330407423156
54.011665,59.85330407423156
56.27115,59.85330407423156
57.85981,59.85330407423156
58.73473,59.85330407423156
59.095573,59.85330407423156
59.17467,59.85330407423156
59.140858,59.85330407423156
59.086014,59.85330407423156
59.046425,59.85330407423156
59.028305,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,59.85330407423156
59.025986,54.962405340015245
59.025986,54.962405340015245
59.025986,54.962405340015245
59.025986,54.962405340015245
59.025986,54.962405340015245
57.219673,54.962405340015245
56.003777,54.962405340015245
55.32264,54.962405340015245
55.002308,54.962405340015245
54.88735,54.962405340015245
54.86858,54.962405340015245
54.881523,54.962405340015245
